depth,wavelength,luz
4.6,510,9.247176199394194e-4
4.6,683,7.54952453297318e-6
4.65,443,7.890812343096291e-4
4.65,510,9.219327904268372e-4
4.65,683,7.57885345197552e-6
4.7,443,7.858469294740468e-4
4.7,510,9.191616254961071e-4
4.7,683,7.602805416959465e-6
4.75,443,7.826519195470268e-4
4.75,510,9.164053277773866e-4
4.75,683,7.62050334757437e-6
4.800000000000001,443,7.79485419480219e-4
4.800000000000001,510,9.136694608654698e-4
4.800000000000001,683,7.630548245424151e-6
4.85,443,7.763359454887585e-4
4.85,510,9.109678355329137e-4
4.85,683,7.630891078919761e-6
4.9,443,7.732010801710859e-4
4.9,510,9.082885611769853e-4
4.9,683,7.617500635541581e-6
4.95,443,7.700776864989396e-4
4.95,510,9.056250816203128e-4
4.95,683,7.598648656375774e-6
5,443,7.669616751615049e-4
5,510,9.029672456615781e-4
5,683,7.570841604758178e-6
5.1,443,7.607466525579016e-4
5.1,510,8.97653192588457e-4
5.1,683,7.490143719339313e-6
5.2,443,7.545664879021466e-4
5.2,510,8.923374769596726e-4
5.2,683,7.381657903575146e-6
5.3,443,7.484331379140944e-4
5.3,510,8.870095690256336e-4
5.3,683,7.245494311468576e-6
5.4,443,7.423396880949312e-4
5.4,510,8.816628598492688e-4
5.4,683,7.102876327280811e-6
5.5,443,7.362790365425467e-4
5.5,510,8.763069098387249e-4
5.5,683,6.9665442053718986e-6
5.6,443,7.302608551000782e-4
5.6,510,8.709582506747586e-4
5.6,683,6.843204101269204e-6
5.7,443,7.242774543741625e-4
5.7,510,8.656107542448078e-4
5.7,683,6.734095205436085e-6
5.8,443,7.18326382876262e-4
5.8,510,8.60277995923785e-4
5.8,683,6.646120485493462e-6
5.9,443,7.124173146086163e-4
5.9,510,8.549570204137277e-4
5.9,683,6.581675660393371e-6
6,443,7.06526889093739e-4
6,510,8.496666062673419e-4
6,683,6.5329513174282085e-6
6.1,443,7.006771639323714e-4
6.1,510,8.444125980808728e-4
6.1,683,6.5035989572754934e-6
6.2,443,6.948642118476855e-4
6.2,510,8.391867938088431e-4
6.2,683,6.493002911376969e-6
6.3,443,6.890782654502718e-4
6.3,510,8.339877035045049e-4
6.3,683,6.484793620184982e-6
6.4,443,6.833279107992752e-4
6.4,510,8.288058792959185e-4
6.4,683,6.4581869181296795e-6
6.5,443,6.776130106049626e-4
6.5,510,8.236318610743438e-4
6.5,683,6.42006432878665e-6
6.6,443,6.719473826697439e-4
6.6,510,8.184652220872945e-4
6.6,683,6.363998340052675e-6
6.7,443,6.663398503420725e-4
6.7,510,8.133028125957223e-4
6.7,683,6.3062536763173885e-6
6.8,443,6.607879201196583e-4
6.8,510,8.081502936836099e-4
6.8,683,6.237289755313453e-6
6.9,443,6.55328793299968e-4
6.9,510,8.030091003696606e-4
6.9,683,6.173640669845534e-6
7,443,6.499717643739361e-4
7,510,7.978878346898785e-4
7,683,6.118525494872402e-6
7.1,443,6.447600157216712e-4
7.1,510,7.928008294112445e-4
7.1,683,6.059940102881143e-6
7.2,443,6.39647174387072e-4
7.2,510,7.877622016367302e-4
7.2,683,6.000905062735659e-6
7.300000000000001,443,6.34618507749013e-4
7.300000000000001,510,7.827868773411585e-4
7.300000000000001,683,5.9344208117127855e-6
7.4,443,6.296481405925813e-4
7.4,510,7.778841593135493e-4
7.4,683,5.859596427399323e-6
7.5,443,6.247120245830037e-4
7.5,510,7.730725210146655e-4
7.5,683,5.778993748484381e-6
7.6,443,6.198061891380479e-4
7.6,510,7.683549872025763e-4
7.6,683,5.693825918229138e-6
7.7,443,6.149313826244805e-4
7.7,510,7.637251071378288e-4
7.7,683,5.613357713908115e-6
7.800000000000001,443,6.100811604570575e-4
7.800000000000001,510,7.591752738846086e-4
7.800000000000001,683,5.5375576432366745e-6
7.9,443,6.05253277449315e-4
7.9,510,7.54713366866011e-4
7.9,683,5.471028968325668e-6
8,443,6.004358865895491e-4
8,510,7.503191382649376e-4
8,683,5.417441168534964e-6
8.1,443,5.956313157693602e-4
8.1,510,7.459920687090547e-4
8.1,683,5.3829310080393536e-6
8.2,443,5.908381084492837e-4
8.2,510,7.417170565934894e-4
8.2,683,5.372131700611894e-6
8.3,443,5.860842089728401e-4
8.3,510,7.374665557099567e-4
8.3,683,5.386541623199814e-6
8.4,443,5.813660564510607e-4
8.4,510,7.332333412684595e-4
8.4,683,5.416284441744631e-6
8.5,443,5.766849398183642e-4
8.5,510,7.290037501968391e-4
8.5,683,5.455474532133213e-6
8.6,443,5.720266932446438e-4
8.6,510,7.247737271549185e-4
8.6,683,5.489598017158802e-6
8.7,443,5.673882606458658e-4
8.7,510,7.205446235876963e-4
8.7,683,5.512989375951045e-6
8.8,443,5.627623350973922e-4
8.8,510,7.163193623187123e-4
8.8,683,5.528522525859783e-6
8.9,443,5.581418903614522e-4
8.9,510,7.121033599312164e-4
8.9,683,5.536084348627875e-6
9,443,5.535315634809524e-4
9,510,7.078948295876173e-4
9,683,5.531229207360021e-6
9.100000000000001,443,5.489367991376945e-4
9.100000000000001,510,7.03699531372934e-4
9.100000000000001,683,5.514710246661143e-6
9.2,443,5.443715065053332e-4
9.2,510,6.995254470230588e-4
9.2,683,5.489101995549274e-6
9.3,443,5.398544643116708e-4
9.3,510,6.953733837121155e-4
9.3,683,5.464444024799917e-6
9.4,443,5.353949400961821e-4
9.4,510,6.912443951084455e-4
9.4,683,5.448571954561226e-6
9.5,443,5.310057976903712e-4
9.5,510,6.871413667247342e-4
9.5,683,5.4312883521069854e-6
9.600000000000001,443,5.266677978704236e-4
9.600000000000001,510,6.830507373500653e-4
9.600000000000001,683,5.407285420954594e-6
9.7,443,5.223860420340063e-4
9.7,510,6.789642235761258e-4
9.7,683,5.370670592319672e-6
9.8,443,5.181577602536165e-4
9.8,510,6.748684062231129e-4
9.8,683,5.322975276449817e-6
9.9,443,5.139887343225701e-4
9.9,510,6.707575152704928e-4
9.9,683,5.274024360896565e-6
10,443,5.09873437435177e-4
10,510,6.666222401241506e-4
10,683,5.23664068194494e-6
10.2,443,5.017449068213536e-4
10.2,510,6.582671509289887e-4
10.2,683,5.183334023807192e-6
10.4,443,4.936444684348743e-4
10.4,510,6.498323595259144e-4
10.4,683,5.117294173733291e-6
10.6,443,4.855995834238047e-4
10.6,510,6.414103290757616e-4
10.6,683,4.996540251190958e-6
10.8,443,4.7745239805725053e-4
10.8,510,6.330526976176141e-4
10.8,683,4.808756668845728e-6
11,443,4.693174191463759e-4
11,510,6.248509818563244e-4
11,683,4.5875075870467564e-6
11.2,443,4.612079908693054e-4
11.2,510,6.168929763049847e-4
11.2,683,4.373221314519614e-6
11.4,443,4.531720315936009e-4
11.4,510,6.091414561410953e-4
11.4,683,4.150582530189967e-6
11.6,443,4.4523497501483886e-4
11.6,510,6.015365663859476e-4
11.6,683,3.95778661643728e-6
11.8,443,4.374334553525809e-4
11.8,510,5.940580447931248e-4
11.8,683,3.7744668025942293e-6
12,443,4.2999772121123277e-4
12,510,5.867438845549227e-4
12,683,3.63531516384781e-6
12.2,443,4.2352121747603317e-4
12.2,510,5.795809677793757e-4
12.2,683,3.6763528302421776e-6
12.4,443,4.1761622912443025e-4
12.4,510,5.725392296237787e-4
12.4,683,3.806050247058366e-6
12.6,443,4.116330155560234e-4
12.6,510,5.656207722702263e-4
12.6,683,3.7698238719436504e-6
12.8,443,4.0549949616346603e-4
12.8,510,5.587735892540226e-4
12.8,683,3.6103569045891586e-6
13,443,3.992657035951498e-4
13,510,5.518642205688989e-4
13,683,3.432250490203772e-6
13.2,443,3.929909913837827e-4
13.2,510,5.447651906978792e-4
13.2,683,3.29269391548048e-6
13.4,443,3.8650748347512047e-4
13.4,510,5.374639617584054e-4
13.4,683,3.2674878149224914e-6
13.6,443,3.7945557464406666e-4
13.6,510,5.30269290385661e-4
13.6,683,3.3443020598261263e-6
13.8,443,3.723052230729494e-4
13.8,510,5.23485337344497e-4
13.8,683,3.5983446566311646e-6
14,443,3.652530968701983e-4
14,510,5.171491884057157e-4
14,683,4.17484840927376e-6
14.2,443,3.5875271804086873e-4
14.2,510,5.110759254177232e-4
14.2,683,4.326971899694174e-6
14.4,443,3.5383433368640986e-4
14.4,510,5.052066910190602e-4
14.4,683,4.3086806108487115e-6
14.600000000000001,443,3.489349637730295e-4
14.600000000000001,510,4.993460358116306e-4
14.600000000000001,683,4.1433253871635736e-06
14.8,443,3.4390256735417925e-4
14.8,510,4.934639819413807e-4
14.8,683,3.9274977594037096e-6
15,443,3.3866588295980107e-4
15,510,4.87673872486837e-4
15,683,3.7148524169401625e-6
15.2,443,3.331897734124786e-4
15.2,510,4.818185544710297e-4
15.2,683,3.471064457584062e-6
15.4,443,3.2722701258168296e-4
15.4,510,4.7565137356648054e-4
15.4,683,3.2592560115678404e-6
15.600000000000001,443,3.2073076353377074e-4
15.600000000000001,510,4.690028037806876e-4
15.600000000000001,683,3.1367149454876156e-6
15.8,443,3.142667983440721e-4
15.8,510,4.623402940880978e-4
15.8,683,3.0913457329085557e-6
16,443,3.0875983119740775e-4
16,510,4.561774145480827e-4
16,683,3.075573985621535e-6
16.2,443,3.0391185004785586e-4
16.2,510,4.5054470838086464e-4
16.2,683,3.2253880423433195e-6
16.4,443,2.9930363991876317e-4
16.4,510,4.452342834296045e-4
16.4,683,3.250540726181316e-6
16.6,443,2.94765774243125e-4
16.6,510,4.4013522980357756e-4
16.6,683,3.1061939495001263e-6
16.8,443,2.9043617461439985e-4
16.8,510,4.3505284577265315e-4
16.8,683,2.910449216261604e-6
17,443,2.8637683235136033e-4
17,510,4.299794437427685e-4
17,683,2.8746751142562947e-6
17.2,443,2.822686563196645e-4
17.2,510,4.248680921330907e-4
17.2,683,2.94369987001861e-6
17.4,443,2.7761476157374014e-4
17.4,510,4.1966555926829986e-4
17.4,683,3.001738080128544e-6
17.6,443,2.724779593211762e-4
17.6,510,4.1433058662088216e-4
17.6,683,3.098520921508657e-6
17.8,443,2.6751805509890803e-4
17.8,510,4.089094671176828e-4
17.8,683,3.170433289032552e-6
18,443,2.6309358555659946e-4
18,510,0.00040342305223356445
18,683,3.083011659789414e-6
18.200000000000003,443,2.589363675491819e-4
18.200000000000003,510,3.9797627645292216e-4
18.200000000000003,683,2.908836066894857e-6
18.4,443,2.5466867636964166e-4
18.4,510,3.9264197809925534e-4
18.4,683,2.6470289877370957e-6
18.6,443,2.5040648483274985e-4
18.6,510,3.875947879916855e-4
18.6,683,2.463242654272423e-6
18.8,443,2.463263708581897e-4
18.8,510,3.8282774013075147e-4
18.8,683,2.3900959562037978e-6
19,443,2.4239613387728854e-4
19,510,3.7827309947437247e-4
19,683,2.375560252868464e-6
19.200000000000003,443,2.3843187461047039e-4
19.200000000000003,510,3.737181242143502e-4
19.200000000000003,683,2.3765385911624808e-6
19.4,443,2.343486746852161e-4
19.4,510,3.692489884777074e-4
19.4,683,2.4646143716374997e-6
19.6,443,2.3014298119322348e-4
19.6,510,3.647900051028324e-4
19.6,683,2.4978412050387063e-6
19.8,443,2.2634296987433e-4
19.8,510,3.604285561689262e-4
19.8,683,2.313630834456951e-6
20,443,2.230650247720298e-4
20,510,3.560918803562287e-4
20,683,2.0666308944035446e-6
20.5,443,2.1436464317825166e-4
20.5,510,3.440943581335579e-4
20.5,683,1.6790791766426193e-6
21,443,2.0525413126178148e-4
21,510,3.330090852319107e-4
21,683,2.3574916885350396e-6
21.5,443,1.9719553632919004e-4
21.5,510,3.231920627905353e-4
21.5,683,2.379561476047017e-6
22,443,1.9024163812879306e-4
22,510,3.142342840396442e-4
22,683,2.2483351456776315e-6
22.5,443,1.821350449050913e-4
22.5,510,3.0491222451727967e-4
22.5,683,2.5096168846054226e-6
23,443,1.7426735017242315e-4
23,510,2.945935620040513e-4
23,683,2.676138056071043e-6
23.5,443,1.6858225866161033e-4
23.5,510,2.8595016282250026e-4
23.5,683,2.219171922953023e-6
24,443,1.6187599319763372e-4
24,510,2.7810734355275096e-4
24,683,2.1854071906585443e-6
24.5,443,1.542861989633066e-4
24.5,510,2.699112490189886e-4
24.5,683,2.2438217931480086e-6
25,443,1.4764272309519968e-4
25,510,2.607513769361663e-4
25,683,2.341556723990196e-6
25.5,443,1.420922706961266e-4
25.5,510,2.522604529539405e-4
25.5,683,2.6419617685011742e-6
26,443,1.364283693904514e-4
26,510,2.451714744738974e-4
26,683,2.578443028054057e-6
26.5,443,1.3018708623672306e-4
26.5,510,2.3832845748940047e-4
26.5,683,2.0874806987375383e-6
27,443,1.2549207006136247e-4
27,510,2.3004935841283863e-4
27,683,1.9291530899535356e-6
27.5,443,1.2094137615398514e-4
27.5,510,2.223750526209653e-4
27.5,683,1.9032921262197342e-6
28,443,1.1508053292013485e-4
28,510,2.170728804100796e-4
28,683,2.0126107163474723e-6
28.5,443,1.1028008052826477e-4
28.5,510,2.1167821650106924e-4
28.5,683,1.9226611972314594e-6
29,443,1.0574543784962235e-4
29,510,2.04781587146137e-4
29,683,1.8266044989611787e-6
29.5,443,1.018931677106631e-4
29.5,510,1.974667848952984e-4
29.5,683,1.817924274617067e-6
30,443,9.927224249753671e-5
30,510,1.918014522318111e-4
30,683,2.008028438782846e-6
30.5,443,9.546287305696922e-5
30.5,510,1.8634015422406208e-4
30.5,683,2.3296509286452013e-6
31,443,9.139230787055309e-5
31,510,1.8106318486563652e-4
31,683,2.275623378462814e-6
31.5,443,8.703135732058369e-5
31.5,510,1.753508255125938e-4
31.5,683,1.7574745653131793e-6
32,443,8.419158152234394e-5
32,510,1.7113201076459156e-4
32,683,1.6153476291003443e-6
32.5,443,8.021882819287138e-5
32.5,510,1.6704561531596127e-4
32.5,683,1.843791014951864e-6
33,443,7.595206901689464e-5
33,510,1.6216275652978425e-4
33,683,2.010499467646825e-6
33.5,443,7.373600834430836e-5
33.5,510,1.5573758742370514e-4
33.5,683,1.7017575425933983e-6
34,443,7.089924028498272e-5
34,510,1.50269264912664e-4
34,683,1.7752100695731272e-6
34.5,443,6.73794377750283e-5
34.5,510,1.4627452423995492e-4
34.5,683,1.7343415428648939e-6
35,443,6.363715993481237e-5
35,510,1.4255965552311618e-4
35,683,1.4659389606353258e-6
35.5,443,6.377054855076026e-5
35.5,510,1.3886164927206306e-4
35.5,683,1.7506995576733662e-6
36,443,6.317775637039483e-5
36,510,1.3495874466501622e-4
36,683,2.226874505897254e-6
36.5,443,6.159260258927878e-5
36.5,510,1.3008657269886531e-4
36.5,683,1.9431535284039884e-6
37,443,5.770916900538065e-5
37,510,1.2596756454074672e-4
37,683,1.57141483858099e-6
37.5,443,5.619615633415369e-5
37.5,510,1.225568521763146e-4
37.5,683,1.5513955300486106e-6
38,443,5.461417434326561e-5
38,510,1.1998394227276729e-4
38,683,1.5336381345581577e-6
38.5,443,5.1870986388963845e-5
38.5,510,1.1574510911993314e-4
38.5,683,1.5557614045747116e-6
39,443,4.801295486647561e-5
39,510,1.1159864288486947e-4
39,683,1.7705612586492244e-6
39.5,443,4.713725598902445e-5
39.5,510,1.0874326870656324e-4
39.5,683,1.911238981263784e-6
40,443,4.6054352433462707e-5
40,510,1.0678866194293183e-4
40,683,1.8698018218020578e-6
40.5,443,4.395273364049676e-5
40.5,510,1.042814742340075e-4
40.5,683,1.6685116829232265e-6
41,443,4.123014153153207e-5
41,510,1.0018476119575748e-4
41,683,1.7870536411897228e-6
41.5,443,3.992262104825741e-5
41.5,510,9.669732896312742e-5
41.5,683,1.7795159714938836e-6
42,443,3.86027051794286e-5
42,510,9.428798536585972e-5
42,683,1.7457492480801524e-6
42.5,443,3.809426267770693e-5
42.5,510,9.240007347964512e-5
42.5,683,1.6469176282529501e-6
43,443,3.727671956059682e-5
43,510,9.027436109203312e-5
43,683,1.7330404561789467e-6
43.5,443,3.658413922737349e-5
43.5,510,8.740732124782008e-5
43.5,683,1.8028807984919234e-6
44,443,3.522115069191452e-5
44,510,8.459700774925995e-5
44,683,1.8888175642162185e-6
44.5,443,3.3888438438821705e-5
44.5,510,8.247255915378301e-5
44.5,683,2.081066711979757e-6
45,443,3.092717467015654e-5
45,510,8.047901475695386e-5
45,683,1.8867039543147846e-6
45.5,443,2.9905940627617255e-5
45.5,510,7.865935113755467e-5
45.5,683,1.4349955032583835e-6
46,443,2.8538211310022435e-5
46,510,7.593344396667583e-5
46,683,1.1173492757511187e-6
46.5,443,2.80804983045737e-5
46.5,510,7.312950692135222e-5
46.5,683,1.2798620590833994e-6
47,443,2.6152662191628344e-5
47,510,7.141673515104969e-5
47,683,1.6671909180494572e-6
47.5,443,2.598274146767294e-5
47.5,510,6.962407794847384e-5
47.5,683,1.9245528841232335e-6
48,443,2.635201639914222e-5
48,510,6.778826196122732e-5
48,683,1.9255982665569446e-6
48.5,443,2.5521619104753854e-5
48.5,510,6.546963551741339e-5
48.5,683,1.8800513094949121e-6
49,443,2.3971121494701864e-5
49,510,6.29370952579174e-5
49,683,1.8822982607735996e-6
49.5,443,2.1487899237917296e-5
49.5,510,6.12116307997729e-5
49.5,683,1.6768625358268866e-6
50,443,2.0918575394598513e-5
50,510,5.999430025734921e-5
50,683,1.628157745576682e-6
51,443,2.0481361337810675e-5
51,510,5.7946542456347945e-5
51,683,1.5901374379925828e-6
52,443,1.867954148371092e-5
52,510,5.4538364558781626e-5
52,683,1.3139589047357104e-6
53,443,1.9700096398483886e-5
53,510,5.252685285261439e-5
53,683,9.618619522924433e-7
54,443,1.440479812862432e-5
54,510,4.858700934025459e-5
54,683,1.1643907027477884e-6
55,443,1.3913778119246352e-5
55,510,4.499623382756965e-5
55,683,1.5024343294472172e-6
56,443,1.4147630020441014e-5
56,510,4.369094923044514e-5
56,683,1.5099931119310652e-6
57,443,1.2427614744131061e-5
57,510,4.1750961908221056e-5
57,683,1.9822754395832656e-6
58,443,1.3002051272810347e-5
58,510,3.934014193521514e-5
58,683,1.7630001956474566e-6
59,443,1.1060528362498705e-5
59,510,3.7259701851563965e-5
59,683,1.6781494458524791e-6
60,443,9.608976000423865e-6
60,510,3.5609202758987386e-5
60,683,1.5082707790093032e-6
61,443,9.553451445742754e-6
61,510,3.40654267967752e-5
61,683,1.5451332296957835e-6
62,443,9.897419354881324e-6
62,510,3.25585002114643e-5
62,683,1.0062030402128848e-6
63,443,9.48017442160721e-6
63,510,3.02189447179847e-5
63,683,1.3413825170621968e-6
64,443,7.596994617704113e-6
64,510,2.8794073712372963e-5
64,683,1.6903776065204097e-6
65,443,8.07548015343746e-6
65,510,2.8276214096779674e-5
65,683,1.653944603719898e-6
66,443,6.965361977706295e-6
66,510,2.5962991134345616e-5
66,683,1.1027140988597426e-6
67,443,6.692610404063808e-6
67,510,2.5667868574196423e-5
67,683,1.312535679250175e-6
68,443,5.7239297403083906e-6
68,510,2.481751283107831e-5
68,683,1.4822776053183973e-6
69,443,6.321953255019911e-6
69,510,2.3139351830851494e-5
69,683,1.5058328453569965e-6
70,443,5.79201424354698e-6
70,510,2.200732648896066e-5
70,683,1.3710382082347327e-6
71,443,5.413780778354057e-6
71,510,2.086812955126226e-5
71,683,1.0732738890627459e-6
72,443,6.682207235585481e-6
72,510,1.9743906949402976e-5
72,683,1.4084401688305865e-6
73,443,6.080057287183892e-6
73,510,1.9149035397263394e-5
73,683,1.6202951350674304e-6
74,443,5.6930768795194144e-06
74,510,1.918207646127895e-5
74,683,1.3589889850378062e-6
75,443,4.72139973051749e-6
75,510,1.639828214491183e-5
75,683,1.5420369741162075e-6
76,443,4.364342766064331e-6
76,510,1.6885867500101266e-5
76,683,1.6340851894035658e-6
77,443,4.714030921352165e-6
77,510,1.6926414148391745e-5
77,683,1.615792361274213e-6
78,443,5.4750888381401914e-6
78,510,1.596718093619725e-5
78,683,1.6356711041901408e-6
79,443,5.1159545932074305e-6
79,510,1.5311242726082573e-5
79,683,1.7561784895928869e-6
80,443,4.631830367789009e-6
80,510,1.446703982886398e-5
80,683,1.6335331462891716e-6
81,443,4.419633841213233e-6
81,510,1.2845527734342325e-5
81,683,1.5290767124976271e-6
82,443,5.694280609218068e-6
82,510,1.3022494696551794e-5
82,683,1.3499653114987068e-6
83,443,5.113154677053432e-6
83,510,1.2872092877290775e-5
83,683,1.418520702289431e-6
84,443,4.067533964587472e-6
84,510,1.3019036412134784e-5
84,683,1.8266454704220399e-6
85,443,4.78201847216155e-6
85,510,1.2624670427035547e-5
85,683,1.3832453252255646e-6
86,443,4.510228278507944e-6
86,510,1.236988038902687e-5
86,683,1.298825566412329e-6
87,443,3.7940565715546197e-6
87,510,1.1190763157927963e-5
87,683,1.5599357867580743e-6
88,443,4.708817854561751e-6
88,510,1.042191622692755e-5
88,683,1.8675425737262849e-6
89,443,4.6169881760089975e-6
89,510,1.0876284910074757e-5
89,683,1.6539538234286436e-6
90,443,4.304757201042354e-6
90,510,9.979536978244673e-6
90,683,1.3087851720163002e-6
91,443,4.489929050373579e-6
91,510,8.529156192504e-6
91,683,1.3308240554880298e-6
92,443,4.071885389209701e-6
92,510,8.526616532532214e-6
92,683,1.7283992829207843e-6
93,443,3.5814730840500128e-6
93,510,9.52234398173023e-6
93,683,1.637787448460249e-6
94,443,3.867472835972367e-6
94,510,8.714498714442036e-6
94,683,1.7522350786106783e-6
95,443,4.077887918308605e-6
95,510,8.222734828657916e-6
95,683,1.849096460922864e-6
96,443,3.922589162772038e-6
96,510,7.903765683593838e-6
96,683,1.1686068672774617e-6
97,443,3.98463231149399e-6
97,510,7.687890215011076e-6
97,683,1.20421413699793e-6
98,443,3.432098525293544e-6
98,510,7.882916079811816e-6
98,683,1.7281849380282598e-6
99,443,3.3786734335929527e-6
99,510,7.896657470377876e-6
99,683,1.475007304573842e-6
100,443,4.252779484681981e-6
100,510,7.3719769591493495e-6
100,683,1.4034676571188185e-6
